occurrenceID,eventID,month,day,year,locationID,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,countryCode,county,habitat,basisOfRecord,recordedBy,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,occurrenceRemarks,,identificationVerificationStatus,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,scientificNameAuthorship,vernacularName,collectionCode
SBN:2083:100527,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:100527,Callimorpha dominula,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Callimorpha,dominula,species,"Linnaeus, 1758",Fläckig glansspinnare,SBN
SBN:2083:1008294,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:1008294,Polyommatini SP2,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatini,,tribe,"Swainson, 1827",Obestämd blåvinge,SBN
SBN:2083:100977,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,7,7,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:100977,Fabriciana niobe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,niobe,species,"Linnaeus, 1758",Hedpärlemorfjäril,SBN
SBN:2083:101260,SBN:eventId:2083,07,01,2015,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,9,9,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101260,Phengaris arion,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Phengaris,arion,species,"Linnaeus, 1758",Svartfläckig blåvinge,SBN
SBN:2083:101732,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101732,Satyrium ilicis,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,ilicis,species,"Esper, 1779",Krattsnabbvinge,SBN
SBN:2083:102018,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden ,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:102018,Zygaena lonicerae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,lonicerae,species,"Scheven, 1777",Bredbrämad bastardsvärmare,SBN
SBN:2083:102021,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden ,SE,Skåne län,,HumanObservation,SBN:recorderId:215,8,8,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:102021,Zygaena viciae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,viciae,species,"Denis & Schiffermüller, 1775",Mindre bastardsvärmare,SBN
SBN:2083:102366,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,29,29,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:102366,Adscita statices,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Adscita,statices,species,"Linnaeus, 1758",Ängsmetallvinge,SBN
SBN:2083:201028,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,10,10,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201028,Thymelicus lineola,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,species,"Ochsenheimer, 1808",Mindre tåtelsmygare,SBN
SBN:2083:201031,SBN:eventId:2083,07,01,2015,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201031,Ochlodes sylvanus,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,species,"Esper, 1778",Ängssmygare,SBN
SBN:2083:201039,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201039,Pieris brassicae,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,brassicae,species,"Linnaeus, 1758",Kålfjäril,SBN
SBN:2083:201041,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,13,13,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201041,Pieris napi,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,napi,species,"Linnaeus, 1758",Rapsfjäril,SBN
SBN:2083:201051,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201051,Gonepteryx rhamni,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,species,"Linnaeus, 1758",Citronfjäril,SBN
SBN:2083:201060,SBN:eventId:2083,07,01,2015,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201060,Vanessa atalanta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,atalanta,species,"Linnaeus, 1758",Amiral,SBN
SBN:2083:201062,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden ,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201062,Aglais urticae,Animals,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,urticae,species,"Linnaeus, 1758",Nässelfjäril,SBN
SBN:2083:201063,SBN:eventId:2083,07,01,2015,siteId:63:2,55.77298,14.12219,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201063,Polygonia c-album,Animals,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,c-album,species,"Linnaeus, 1758",Vinbärsfuks,SBN
SBN:2083:201064,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201064,Araschnia levana,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Araschnia,levana,species,"Linnaeus, 1758",Kartfjäril,SBN
SBN:2083:201065,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,13,13,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201065,Argynnis paphia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,paphia,species,"Linnaeus, 1758",Silverstreckad pärlemorfjäril,SBN
SBN:2083:201067,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden ,SE,Skåne län,,HumanObservation,SBN:recorderId:215,7,7,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201067,Speyeria aglaja,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,aglaja,species,"Linnaeus, 1758",Ängspärlemorfjäril,SBN
SBN:2083:201070,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201070,Issoria lathonia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Issoria,lathonia,species,"Linnaeus, 1758",Storfläckig pärlemorfjäril,SBN
SBN:2083:201071,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,18,18,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201071,Brenthis  ino,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,ino,species,"Rottemburg, 1775",Älggräspärlemorfjäril,SBN
SBN:2083:201075,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201075,Boloria selene,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,selene,species,"Denis & Schiffermüller, 1775",Brunfläckig pärlemorfjäril,SBN
SBN:2083:201086,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201086,Melitaea athalia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,athalia,species,"Rottemburg, 1775",Skogsnätfjäril,SBN
SBN:2083:201094,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201094,Hipparchia semele,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,semele,species,"Linnaeus, 1758",Sandgräsfjäril,SBN
SBN:2083:201104,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,147,147,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201104,Maniola jurtina,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,jurtina,species,"Linnaeus, 1758",Slåttergräsfjäril,SBN
SBN:2083:201107,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,26,26,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201107,Aphantopus hyperantus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,hyperantus,species,"Linnaeus, 1758",Luktgräsfjäril,SBN
SBN:2083:201109,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,8,8,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201109,Coenonympha pamphilus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,pamphilus,species,"Linnaeus, 1758",Kamgräsfjäril,SBN
SBN:2083:201126,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,5,5,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201126,Lycaena phlaeas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,phlaeas,species,"Linnaeus, 1760",Mindre guldvinge,SBN
SBN:2083:201129,SBN:eventId:2083,07,01,2015,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,13,13,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201129,Lycaena virgaureae,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,virgaureae,species,"Linnaeus, 1758",Vitfläckig guldvinge,SBN
SBN:2083:201144,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201144,Polyommatus icarus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,species,"Rottemburg, 1775",Puktörneblåvinge,SBN
SBN:2083:201153,SBN:eventId:2083,07,01,2015,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,4,4,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201153,Plebejus idas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,idas,species,"Linnaeus, 1761",Hedblåvinge,SBN
SBN:2083:201164,SBN:eventId:2083,07,01,2015,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,4,4,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201164,Zygaena filipendulae,Animalea,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,filipendulae,species,"Linnaeus, 1758",Sexfläckig bastardsvärmare,SBN
SBN:2083:236584,SBN:eventId:2083,07,01,2015,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:236584,Plebejus argus/idas,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,argus/idas,speciesAggregate,,Ljungblåvinge/Hedblåvinge,SBN
SBN:2084:1000503,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:1000503,Heliconiinae spp,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconiinae,,subfamily,"Wallengren, 1853",Obestämd pärlemorfjäril,SBN
SBN:2084:100398,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden ,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:100398,Aricia agestis,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,agestis,species,"Denis & Schiffermüller, 1775",Rödfläckig blåvinge,SBN
SBN:2084:100527,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden ,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:100527,Callimorpha dominula,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Callimorpha,dominula,species,"Linnaeus, 1758",Fläckig glansspinnare,SBN
SBN:2084:100977,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:100977,Fabriciana niobe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,niobe,species,"Linnaeus, 1758",Hedpärlemorfjäril,SBN
SBN:2084:101070,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,46,46,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101070,Hesperia comma,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,comma,species,"Linnaeus, 1758",Silversmygare,SBN
SBN:2084:101260,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,5,5,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101260,Phengaris arion,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Phengaris,arion,species,"Linnaeus, 1758",Svartfläckig blåvinge,SBN
SBN:2084:101732,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:101732,Satyrium ilicis,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,ilicis,species,"Esper, 1779",Krattsnabbvinge,SBN
SBN:2084:102018,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden  ,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:102018,Zygaena lonicerae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena,lonicerae,species,"Scheven, 1777",Bredbrämad bastardsvärmare,SBN
SBN:2084:2001252,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:2001252,Pieridae spp,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieridae,,family,"Swainson, 1820",Obestämd vitfjäril,SBN
SBN:2084:201028,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201028,Thymelicus lineola,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,species,"Ochsenheimer, 1808",Mindre tåtelsmygare,SBN
SBN:2084:201031,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201031,Ochlodes sylvanus,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,species,"Esper, 1778",Ängssmygare,SBN
SBN:2084:201040,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,5,5,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201040,Pieris rapae,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,rapae,species,"Linnaeus, 1758",Rovfjäril,SBN
SBN:2084:201041,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,24,24,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201041,Pieris napi,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,napi,species,"Linnaeus, 1758",Rapsfjäril,SBN
SBN:2084:201051,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,13,13,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201051,Gonepteryx rhamni,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,rhamni,species,"Linnaeus, 1758",Citronfjäril,SBN
SBN:2084:201059,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden ,SE,Skåne län,,HumanObservation,SBN:recorderId:215,7,7,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201059,Aglais io,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,io,species,"Linnaeus, 1758",Påfågelöga,SBN
SBN:2084:201062,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden ,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201062,Aglais urticae,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,aglais,urticae,species,"Linnaeus, 1758",Nässelfjäril,SBN
SBN:2084:201065,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden ,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,8,8,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201065,Argynnis paphia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,paphia,species,"Linnaeus, 1758",Silverstreckad pärlemorfjäril,SBN
SBN:2084:201067,SBN:eventId:2084,07,19,2011,siteId:63:1,55.77579,14.121148,1000,Sweden,SE,Skåne län,forest,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201067,Speyeria aglaja,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,aglaja,species,"Linnaeus, 1758",Ängspärlemorfjäril,SBN
SBN:2084:201070,SBN:eventId:2084,07,19,2011,siteId:63:3,55.77378,14.11979,1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,2,2,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201070,Issoria lathonia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Issoria,lathonia,species,"Linnaeus, 1758",Storfläckig pärlemorfjäril,SBN
SBN:2084:201071,SBN:eventId:2084,07,19,2011,siteId:63:3,55.77378,14.11979,1000,Sweden ,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,3,3,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201071,Brenthis  ino,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,ino,species,"Rottemburg, 1775",Älggräspärlemorfjäril,SBN
SBN:2084:201094,SBN:eventId:2084,07,19,2011,siteId:63:2,"55° 46' 22.7274""","14° 7' 19.8834""",1000,Sweden,SE,Skåne län,agricultural field,HumanObservation,SBN:recorderId:215,1,1,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201094,Hipparchia semele,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,semele,species,"Linnaeus, 1758",Sandgräsfjäril,SBN
SBN:2084:201104,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden,SE,Skåne län,,HumanObservation,SBN:recorderId:215,164,164,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201104,Maniola jurtina,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,jurtina,species,"Linnaeus, 1758",Slåttergräsfjäril,SBN
SBN:2084:201107,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden ,SE,Skåne län,,HumanObservation,SBN:recorderId:215,14,14,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201107,Aphantopus hyperantus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,hyperantus,species,"Linnaeus, 1758",Luktgräsfjäril,SBN
SBN:2084:201109,SBN:eventId:2084,07,19,2011,siteId:63:2 | siteId:63:3,,,1000,Sweden ,SE,Skåne län,,HumanObservation,SBN:recorderId:215,11,11,individuals,Present,The number of individuals observed is the sum total from the surveyed segments of the transect site.,,Validated,urn:lsid:dyntaxa.se:Taxon:201109,Coenonympha pamphilus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,pamphilus,species,"Linnaeus, 1758",Kamgräsfjäril,SBN
